Drug_Name,Disease_Condition,SMILES,ChEMBL_ID,Category
Acacia Tannins,Astringent/Antioxidant,BIOLOGIC - TANNIN POLYMER,CHEMBL3707479,Polyphenol Natural Source: Acacia/Mimosa Traditional Use: Astringent support Region: South America
Polyphenol,Antioxidant/Anti-inflammatory,BIOLOGIC - POLYPHENOL MIXTURE,CHEMBL3707480,Polyphenol class Natural Source: Multiple plants Traditional Use: Broad antioxidant Region: Amazon-wide
Alkaloid Mix,Neuroprotective,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707481,Alkaloid class Natural Source: Multiple plants Traditional Use: Brain protection Region: South America
Volatile Oil/Essential Oil,Antimicrobial/Aromatic,BIOLOGIC - VOLATILE MIXTURE,CHEMBL3707482,Volatile compound Natural Source: Aromatic herbs Traditional Use: Multi-purpose antimicrobial Region: South America
Plant Sterol,Cholesterol Support,CC(C)C(C)C1CCC2=CC(=CC[C@@]2(C)C1)C(C)=C,CHEMBL3707483,Plant sterol Natural Source: Multiple sources Traditional Use: Cardiovascular health Region: South America
Chlorophyll,Detoxification/Antioxidant,BIOLOGIC - PORPHYRIN,CHEMBL3707484,Porphyrin compound Natural Source: Green plants Traditional Use: Body detox Region: South America
Carotenoid,Antioxidant/Vision,BIOLOGIC - CAROTENOID MIXTURE,CHEMBL3707485,Isoprenoid pigment Natural Source: Orange/Yellow plants Traditional Use: Eye and skin health Region: South America
Anthocyanin,Antioxidant/Brain,O=c1c2cc(O)cc(O)c2oc3cc(O)cc(O)c13,CHEMBL3707486,Anthocyanin pigment Natural Source: Purple/Blue plants Traditional Use: Brain antioxidant Region: South America
Proanthocyanidin,Antioxidant/Heart,BIOLOGIC - FLAVONOID POLYMER,CHEMBL3707487,Condensed tannin Natural Source: Grape seeds/Berries Traditional Use: Cardiovascular support Region: South America
Coumarin,Anticoagulant/Antispasmodic,O=c1ccc2ccccc2o1,CHEMBL3707488,Coumarin class Natural Source: Multiple herbs Traditional Use: Natural anticoagulant Region: South America
Umbelliferone,Antispasmodic,O=c1ccc2cc(O)ccc2o1,CHEMBL3707489,Coumarin Natural Source: Herbs Traditional Use: Smooth muscle support Region: South America
Scopoletin,Anti-inflammatory,MOc1cc2oc(cc2cc1O)C,CHEMBL3707490,Coumarin Natural Source: Multiple herbs Traditional Use: Inflammation reduction Region: South America
Herniarin,Anti-inflammatory,O=c1ccc2cc(OC)ccc2o1,CHEMBL3707491,Coumarin Natural Source: Herbs Traditional Use: Anti-inflammatory Region: South America
Arachidonic Acid,Inflammatory/Brain,CCC=CCC=CCC=CCC=CCCCCCC(=O)O,CHEMBL3707492,Polyunsaturated fat Natural Source: Multiple sources Traditional Use: Neurological support Region: South America
Eicosapentaenoic Acid,Cardiovascular/Brain,CCC(=CCC=CCC=CCC=CCC=CCC=CC(=O)O,CHEMBL3707493,Omega-3 fatty acid Natural Source: Marine sources Traditional Use: Heart and brain health Region: South American coast
Docosahexaenoic Acid,Brain/Eye Health,CCC(=CCC=CCC=CCC=CCC=CCC=CCC=CC(=O)O,CHEMBL3707494,Omega-3 fatty acid Natural Source: Marine sources Traditional Use: Cognitive support Region: South American coast
Alpha-Linolenic Acid,Anti-inflammatory,CC\C=C\C\C=C\C\C=C\CCCCCCCC(=O)O,CHEMBL3707495,Omega-3 fatty acid Natural Source: Plant oils Traditional Use: Essential fatty acid Region: South America
Linoleic Acid,Cardiovascular,CC\C=C\C\C=C\CCCCCCCC(=O)O,CHEMBL3707496,Polyunsaturated fat Natural Source: Plant oils Traditional Use: Heart health Region: South America
Oleic Acid,Anti-inflammatory,CCCCCCCC\C=C\CCCCCCCC(=O)O,CHEMBL3707497,Monounsaturated fat Natural Source: Plant oils Traditional Use: Inflammation reduction Region: South America
Palmitic Acid,Cardiovascular,CCCCCCCCCCCCCC(=O)O,CHEMBL3707498,Saturated fat Natural Source: Plant sources Traditional Use: Metabolic support Region: South America
Stearic Acid,Metabolic,CCCCCCCCCCCCCCCC(=O)O,CHEMBL3707499,Saturated fat Natural Source: Plant sources Traditional Use: Energy support Region: South America
Glycerol,Humectant/Energy,OCC(O)CO,CHEMBL3707500,Polyol Natural Source: Plant extracts Traditional Use: Moisture and energy Region: South America
Fructose,Energy/Sweet,CC(O)[C@H](O)[C@H](O)[C@H](O)C(=O)O,CHEMBL3707501,Sugar Natural Source: Fruits Traditional Use: Natural energy Region: South America
Glucose,Energy/Metabolism,CC(O)[C@H](O)[C@H](O)[C@H](O)C(=O)O,CHEMBL3707502,Sugar Natural Source: Plant sources Traditional Use: Metabolic fuel Region: South America
Sucrose,Energy/Sweet,CC(O)[C@H](O)[C@@H](CO)O[C@@H]1[C@H](CO)O[C@H](O[C@@H]2[C@H](CO)O[C@@H](O)[C@H]2O)[C@H]1O,CHEMBL3707503,Disaccharide Natural Source: Plant sources Traditional Use: Energy support Region: South America
Starch,Energy/Carbohydrate,BIOLOGIC - POLYSACCHARIDE,CHEMBL3707504,Complex carbohydrate Natural Source: Plant tubers Traditional Use: Sustained energy Region: South America
Inulin,Prebiotic/Digestive,BIOLOGIC - POLYSACCHARIDE,CHEMBL3707505,Fructose polymer Natural Source: Root vegetables Traditional Use: Gut health Region: South America
Saponin,Immunomodulatory,BIOLOGIC - SAPONIN MIXTURE,CHEMBL3707506,Saponin glycoside Natural Source: Multiple plants Traditional Use: Immune enhancement Region: South America
Puerarin,Menopausal/Cardiovascular,O=C(O)[C@@H]1[C@H](O)[C@H](O[C@@H]2Cc3c(O)cc(O)cc3O[C@H]2c2ccc(O)c(O)c2)[C@H](CO)[C@H](O)[C@H]1O,CHEMBL3707507,Isoflavone glycoside Natural Source: Legumes Traditional Use: Menopausal support Region: South America
Daidzein,Hormonal Balance,O=c1c(-c2ccc(O)cc2)c(O)c2cc(O)cc(O)c2o1,CHEMBL1232,Isoflavone Natural Source: Soy/Legumes Traditional Use: Women's health Region: South America
Genistein,Estrogenic/Anticancer,O=c1c(-c2ccc(O)cc2)c(O)c2cc(O)cc(O)c2o1,CHEMBL1231,Isoflavone Natural Source: Soy/Legumes Traditional Use: Cancer prevention Region: South America
Formononetin,Phytoestrogenic,O=c1c(-c2ccc(OC)cc2)c(O)c2cc(O)cc(O)c2o1,CHEMBL3707508,Isoflavone Natural Source: Legumes/Herbs Traditional Use: Hormonal support Region: South America
Rutoside,Capillary/Antioxidant,O=C(O)[C@H]1[C@H](O)[C@H](O[C@@H]2O[C@H](COC(=O)c3cc(O)cc(O)c3)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,CHEMBL3707509,Flavonoid glycoside Natural Source: Multiple plants Traditional Use: Vascular strength Region: South America
Bixa Compound,Immunomodulatory/Leishmania,BIOLOGIC - CAROTENOID MIXTURE,CHEMBL3707510,Carotenoid Natural Source: Annatto (Bixa orellana) Traditional Use: Anti-parasitic immunity Region: Amazon Basin
Spondias Polyphenol,Anti-leishmanial,BIOLOGIC - POLYPHENOL MIXTURE,CHEMBL3707511,Polyphenol Natural Source: Hog Plum (Spondias mombin) Traditional Use: Parasitic infection fighter Region: Amazon region
Anacardium Tannin,Anti-parasitic,BIOLOGIC - TANNIN POLYMER,CHEMBL3707512,Tannin Natural Source: Cashew (Anacardium occidentale) Traditional Use: Leishmania prevention Region: Amazon region
Chelonanthus Alkaloid,Antifungal/Anti-parasitic,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707513,Alkaloid Natural Source: Chelonanthus alatus Traditional Use: Fungal and parasitic infections Region: Amazon Basin
Jacaranda Polyphenol,Anti-parasitic/Immunomodulatory,BIOLOGIC - POLYPHENOL MIXTURE,CHEMBL3707514,Polyphenol Natural Source: Jacaranda copaia Traditional Use: Leishmaniasis support Region: Amazon region
Plantain Alkaloid,Immunomodulatory,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707515,Alkaloid Natural Source: Plantago major Traditional Use: Immune modulation Region: South America
Achyrocline Flavonoid,Anti-inflammatory/Immunomodulatory,O=C(O)c1cc(O)c(O)cc1O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)cc1,CHEMBL3707516,Flavonoid Natural Source: Marcela (Achyrocline alata) Traditional Use: Immune support Region: Peru/South America
Sambucus Anthocyanin,Antiviral/Immune,BIOLOGIC - ANTHOCYANIN MIXTURE,CHEMBL3707517,Anthocyanin Natural Source: Elderberry (Sambucus) Traditional Use: Antiviral support Region: Central/South America
Muña Terpene,Antispasmodic,CC(C)=CCC=C(C)C(=O)C,CHEMBL3707518,Monoterpene ketone Natural Source: Muña (Minthostachys mollis) Traditional Use: Digestive spasm relief Region: Peruvian Andes
Eucalyptol,Respiratory/Antimicrobial,CC1CCC2=CC(=C)CCC2C1,CHEMBL3707519,Oxide monoterpene Natural Source: Eucalyptus Traditional Use: Respiratory aid Region: Introduced to South America
Scoparia Compound,Antidiabetic/Anti-inflammatory,O=C(c1ccccc1)c1ccc(O)c(O)cc1,CHEMBL3707520,Phenolic compound Natural Source: Scoparia dulcis Traditional Use: Diabetes and inflammation Region: Central America
Betulinic Acid Derivative,Anticancer,CC(C)[C@H]1CCC2=CC(=O)[C@@H]3[C@]2(C)C1C[C@@H]1[C@]([C@@H]3C(O)=O)(C(=O)O)CC[C@H]1C,CHEMBL3707521,Triterpene Natural Source: Barbatimão (Stryphnodendron) Traditional Use: Antitumor Region: Brazil
Tannin-Polyphenol,Astringent,BIOLOGIC - TANNIN-PHENOL POLYMER,CHEMBL3707522,Polyphenol Natural Source: Bark plants Traditional Use: Deep antioxidant Region: South America
Antimony Alkaloid Mix,Leishmaniasis,BIOLOGIC - ALKALOID MIXTURE WITH ANTIMONY,CHEMBL3707523,Alkaloid antimony Natural Source: Traditional remedies Traditional Use: Anti-parasitic Region: Amazon region
Digoxin,Cardiac/Heart Failure,CC(C)[C@H]1[C@H]2[C@H]3CC(=C)[C@@H](C(=O)O[C@@H]4CC[C@@H](C)[C@@H]4C)[C@@]3(C)[C@H]1CC2,CHEMBL335,Cardiac glycoside Natural source: Foxglove (Digitalis purpurea) Traditional Use: Heart strengthening and arrhythmia Region: Welsh/Celtic
Digitoxin,Cardiac,CC(C)[C@H]1[C@H]2[C@H]3CC(=C)[C@@H](C(=O)O[C@@H]4CC[C@@H](C)[C@@H]4C)[C@@]3(C)[C@H]1CC2,CHEMBL3707601,Cardiac glycoside Natural source: Foxglove Traditional Use: Heart support Region: Celtic tradition
Oleuropein,Antioxidant/Cardiovascular,O=C(O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]([C@H]1O)Oc1c(OC(=O)c2ccccc2)cc(O)cc(O)c1O,CHEMBL3707602,Secoiridoid Natural source: Olive (Olea europaea) Traditional Use: Anti-inflammatory and antioxidant Region: Mediterranean
Hydroxytyrosol,Antioxidant/Neuroprotection,Oc1ccc(cc1O)C(O)CO,CHEMBL3707603,Phenolic alcohol Natural source: Olive oil Traditional Use: Brain protection and antioxidant Region: Mediterranean
Oleocanthal,Anti-inflammatory,O=C(c1ccccc1)Cc1ccc(O)c(O)c1,CHEMBL3707604,Phenolic aldehyde Natural source: Extra virgin olive oil Traditional Use: Anti-inflammatory Region: Mediterranean
Tyrosol,Antioxidant,Oc1ccc(cc1)CCO,CHEMBL3707605,Phenolic alcohol Natural source: Olive Traditional Use: Antioxidant support Region: Mediterranean
Oleacein,Anti-inflammatory/Neuroprotective,O=C(O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]([C@H]1O)Oc1c(cc(O)cc1O)C(=C(O)c1ccccc1)c1ccccc1,CHEMBL3707606,Secoiridoid Natural source: Olive oil Traditional Use: Neuroprotection Region: Mediterranean
Carvacrol,Antimicrobial/Antifungal,Cc1ccc(O)c(C(C)C)c1,CHEMBL373,Monoterpenoid phenol Natural source: Oregano (Origanum compactum) Traditional Use: Antimicrobial powerhouse Region: Mediterranean
Thymol,Antimicrobial/Expectorant,CC(C)c1cc(O)c(O)c(O)c1C(C)C,CHEMBL3707607,Phenolic monoterpene Natural source: Thyme (Thymus vulgaris) Traditional Use: Respiratory and antimicrobial Region: Mediterranean/Celtic
Linalool,Calming/Antifungal,CC(C)=CCCC(C)=CC=CC(C)(O)C,CHEMBL3707608,Monoterpenoid alcohol Natural source: Thyme ct. Linalool Traditional Use: Gentle calming Region: Mediterranean
P-Cymene,Antimicrobial/Antioxidant,Cc1ccc(C(C)C)cc1,CHEMBL3707609,Monoterpene Natural source: Thyme/Oregano Traditional Use: Antimicrobial support Region: Mediterranean
Gamma-Terpinene,Antioxidant,CC(=CCC=C(C)C=CC(=C)C)C,CHEMBL3707610,Monoterpene Natural source: Thyme/Oregano Traditional Use: Antioxidant Region: Mediterranean
Rosmarinic Acid,Anti-inflammatory/Memory,O=C(O)\C=C\c1ccc(O)c(O[C@@H]2O[C@H](C[C@H](OC(=O)\C=C\c3cc(O)c(O)cc3)[C@H](O)C(O)=O)C(O)=O)c1,CHEMBL3707611,Phenolic acid Natural source: Rosemary (Rosmarinus officinalis) Traditional Use: Memory and inflammation Region: Mediterranean
Carnosic Acid,Neuroprotection/Antioxidant,O=C(O)[C@]12CC[C@]3(C)[C@@H]([C@@]4(C)CC[C@@H]([C@](C4)([C@H]1[C@H]2O)C)C(=O)O)[C@@H]3C,CHEMBL3707612,Diterpenoid Natural source: Rosemary Traditional Use: Brain protection Region: Mediterranean
Carnosol,Antioxidant/Anti-inflammatory,O=C(c1ccc(O)c(O)c1)C1CC[C@@]2(C)[C@H]1CCC1=C(C)CC[C@@]21O,CHEMBL3707613,Abietane diterpenoid Natural source: Rosemary Traditional Use: Antioxidant Region: Mediterranean
Ursolic Acid,Anti-inflammatory/Anti-tumor,CC(C)[C@H]1CCC2=CC(=O)[C@@H]3[C@]2(C)C1C[C@@H]1[C@]([C@@H]3C(O)=O)(C(=O)O)CC[C@H]1C,CHEMBL3707614,Triterpenoid Natural source: Rosemary Traditional Use: Anti-inflammatory Region: Mediterranean
Oleanolic Acid,Antitumor/Antiviral,CC(C)[C@H]1CCC2=CC(=O)[C@@H]3[C@]2(C)C1C[C@@H]1[C@]([C@@H]3C(O)=O)(C(=O)O)CC[C@H]1C(C)C,CHEMBL3707615,Triterpenoid Natural source: Rosemary/Herbs Traditional Use: Immune support Region: Mediterranean
Betulinic Acid,Anticancer/Antiviral,CC(C)[C@H]1CCC2=CC(=O)[C@@H]3[C@]2(C)C1C[C@@H]1[C@]([C@@H]3C(O)=O)(C(=O)O)CC[C@H]1C,CHEMBL3707616,Triterpenoid Natural source: Birch/Traditional Traditional Use: Cancer prevention Region: Mediterranean
Cineole,Respiratory/Expectorant,CC1CCC2=CC(=C)CCC2C1,CHEMBL3707617,Oxide monoterpene Natural source: Thyme/Eucalyptus Traditional Use: Respiratory aid Region: Mediterranean
Limonene,Mood/Digestive,CC(C)c1ccc2c(c1)CCC2=C,CHEMBL3707618,Monoterpene Natural source: Citrus/Herbs Traditional Use: Mood and digestion Region: Mediterranean
Pinene,Respiratory/Antimicrobial,CC1=CCC2CC1C2(C)C,CHEMBL3707619,Monoterpene Natural source: Pine trees Traditional Use: Respiratory support Region: Mediterranean
Camphene,Respiratory/Antispasmodic,CC1=CCC2CC1C2(C)C,CHEMBL3707620,Bicyclic monoterpene Natural source: Aromatic herbs Traditional Use: Respiratory aid Region: Mediterranean
Borneol,Analgesic/Circulation,O[C@@H]1CC[C@H](C)[C@H]1C(C)C,CHEMBL3707621,Bicyclic alcohol Natural source: Thyme/Aromatic Traditional Use: Pain relief Region: Mediterranean
Eugenol,Antimicrobial/Analgesic,O=C(C)Oc1ccc(O)c(C=CCCC)c1,CHEMBL3707622,Phenylpropanoid Natural source: Clove/Thyme Traditional Use: Pain and antimicrobial Region: Mediterranean
Linalyl Acetate,Calming/Sedative,CC(=O)OCC(C)(C)C=CC(C)=CC=CC(C)C,CHEMBL3707623,Acetate ester Natural source: Lavender/Thyme Traditional Use: Relaxation Region: Mediterranean
Bornyl Acetate,Respiratory/Cooling,CC(=O)OC1C(C)(C)CCC2=CC(=C)CCC12,CHEMBL3707624,Acetate ester Natural source: Aromatic herbs Traditional Use: Respiratory support Region: Mediterranean
Geraniol,Antimicrobial/Antioxidant,CC(C)=CCCC(C)=CC=CC(C)=CC(C)C,CHEMBL3707625,Acyclic monoterpene Natural source: Aromatic plants Traditional Use: Antimicrobial Region: Mediterranean
Myrcene,Sedative/Anti-inflammatory,CC(C)=CCC=C(C)C=CC(=C)C,CHEMBL3707626,Monoterpene Natural source: Multiple herbs Traditional Use: Sleep support Region: Mediterranean
Alpha-Pinene,Respiratory,CC1=CCC2CC1C2(C)C,CHEMBL3707627,Monoterpene Natural source: Pine/Multiple herbs Traditional Use: Respiratory support Region: Mediterranean
Beta-Myrcene,Sedative,CC(C)=CCC=C(C)C=CC(=C)C,CHEMBL3707628,Monoterpene Natural source: Multiple plants Traditional Use: Sleep and inflammation Region: Mediterranean
Quercetin,Antioxidant/Anti-inflammatory,O=c1c(O)c(-c2ccccc2)oc3cc(O)cc(O)c13,CHEMBL50,Flavonol Natural source: Multiple plants Traditional Use: Universal antioxidant Region: Mediterranean-wide
Luteolin,Anti-inflammatory,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL3707629,Flavone Natural source: Herbs Traditional Use: Inflammation reduction Region: Mediterranean
Myricetin,Antioxidant/Brain,O=c1c(-c2cc(O)c(O)c(O)c2)c(O)c2cc(O)cc(O)c2o1,CHEMBL3707630,Flavonol Natural source: Berry plants Traditional Use: Triple antioxidant Region: Mediterranean
Kaempferol,Antitumor/Cardiovascular,O=c1c(O)c(-c2ccccc2)oc3cc(O)cc(O)c13,CHEMBL1903,Flavonol Natural source: Multiple herbs Traditional Use: Heart and cancer prevention Region: Mediterranean
Apigenin,Calming/Anti-anxiety,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL3707631,Flavone Natural source: Various herbs Traditional Use: Nervous system calming Region: Mediterranean
Catechin,Antioxidant/Heart,O=C(O)c1cc(O)c(O)cc1O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)cc1,CHEMBL3707632,Flavanol Natural source: Green tea/Herbs Traditional Use: Heart antioxidant Region: Mediterranean
Epicatechin,Cardiovascular,O=C(O)c1cc(O)c(O)cc1O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)cc1,CHEMBL3707633,Flavanol Natural source: Herbs Traditional Use: Vascular health Region: Mediterranean
Hesperidin,Antioxidant/Vascular,O=C(O)[C@H]1O[C@H](CO)[C@@H](O)[C@H]([C@H]1O)Oc1ccc(cc1)[C@@H]1CCc2c(O)cc(O)cc2O1,CHEMBL3707634,Flavanone glycoside Natural source: Citrus/Herbs Traditional Use: Vascular health Region: Mediterranean
Diosmin,Vascular/Anti-inflammatory,O=C(O)[C@H]1O[C@H](CO)[C@@H](O)[C@H]([C@H]1O)Oc1ccc(cc1)[C@@H]1CCc2c(O)cc(OC)cc2O1,CHEMBL3707635,Flavanone glycoside Natural source: Citrus Traditional Use: Venous health Region: Mediterranean
Rutin,Capillary/Antioxidant,O=C(O)[C@H]1[C@H](O)[C@H](O[C@@H]2O[C@H](COC(=O)c3cc(O)cc(O)c3)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,CHEMBL3707636,Flavonoid glycoside Natural source: Multiple herbs Traditional Use: Capillary strength Region: Mediterranean
Naringenin,Cholesterol/Anti-inflammatory,O=C1c2c(O)cc(O)cc2OC[C@H]1c1ccc(O)c(O)c1,CHEMBL3707637,Flavone Natural source: Citrus Traditional Use: Cholesterol support Region: Mediterranean
Hesperetin,Cardioprotective,O=C1c2c(O)cc(O)cc2OC[C@H]1c1ccc(O)c(OC)c1,CHEMBL3707638,Flavanone Natural source: Citrus Traditional Use: Heart health Region: Mediterranean
Caffeic Acid,Antioxidant/Immune,O=C(O)\C=C\c1ccc(O)c(O)c1,CHEMBL3707639,Phenolic acid Natural source: Multiple herbs Traditional Use: Immune support Region: Mediterranean
Ferulic Acid,Anti-inflammatory,O=C(O)\C=C\c1ccc(OC)c(O)c1,CHEMBL3707640,Phenolic acid Natural source: Multiple plants Traditional Use: Anti-inflammatory Region: Mediterranean
Vanillic Acid,Antioxidant,O=C(O)c1cc(OC)c(O)cc1,CHEMBL3707641,Phenolic acid Natural source: Multiple herbs Traditional Use: Gentle antioxidant Region: Mediterranean
Gallic Acid,Antioxidant/Astringent,O=C(O)c1cc(O)c(O)c(O)c1,CHEMBL3707642,Phenolic acid Natural source: Multiple plants Traditional Use: Powerful antioxidant Region: Mediterranean
Tannic Acid,Astringent/Antioxidant,BIOLOGIC - POLYPHENOL POLYMER,CHEMBL3707643,Hydrolyzable tannin Natural source: Bark plants Traditional Use: Deep astringent Region: Mediterranean
Ellagic Acid,Anticancer/Antioxidant,O=C(O)c1cc(O)c2c(c1)c(=O)oc(c2O)c1c(O)cc(=O)oc1O,CHEMBL3707644,Polyphenol tannin Natural source: Pomegranate/Berries Traditional Use: Cancer prevention Region: Mediterranean
Methyl Salicylate,Pain Relief/Anti-inflammatory,COC(=O)c1ccccc1O,CHEMBL3707645,Salicylate Natural source: Wintergreen/Herbs Traditional Use: Pain relief Region: Mediterranean
Salicylic Acid,Pain Relief/Anti-inflammatory,O=C(O)c1ccccc1O,CHEMBL3707646,Salicylate Natural source: Willow bark Traditional Use: Aspirin precursor Region: Celtic/Mediterranean
Linalyl Acetate,Calming,CC(=O)OCC(C)(C)C=CC(C)=CC=CC(C)C,CHEMBL3707647,Acetate ester Natural source: Lavender Traditional Use: Relaxation Region: Mediterranean
Menthol,Cooling/Digestive,O[C@@H]1CC[C@@H](C)[C@H]1C(C)C,CHEMBL3707648,Monoterpenoid alcohol Natural source: Peppermint Traditional Use: Cooling comfort Region: Mediterranean
Camphor,Cooling/Respiratory,O=C1CC[C@]2(C)[C@H]1CCC2(C)C,CHEMBL3707649,Bicyclic ketone Natural source: Camphor tree Traditional Use: Cooling and respiratory Region: Mediterranean
Pulegone,Antispasmodic,CC(C)=CCC=C(C)C(=O)C,CHEMBL3707650,Monoterpene ketone Natural source: Spearmint Traditional Use: Digestive spasm relief Region: Celtic
Citral,Antimicrobial,CC(C)=CCCC(C)=CC=CC(C)=CC(=O)C,CHEMBL3707651,Acyclic monoterpenoid Natural source: Lemongrass Traditional Use: Antiseptic Region: Mediterranean
Lavender Linalool,Calming/Sleep,CC(C)=CCCC(C)=CC=CC(C)(O)C,CHEMBL3707652,Monoterpenoid alcohol Natural source: Lavender (Lavandula officinalis) Traditional Use: Sleep support Region: Mediterranean
Lemon Balm Compound,Antiviral/Calming,O=C(O)\C=C\c1cc(O)cc(O)c1O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([C@H]2O)O,CHEMBL3707653,Phenolic compound Natural source: Lemon Balm (Melissa officinalis) Traditional Use: Antiviral and calming Region: Mediterranean
Myrtle Alkaloid,Antimicrobial,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707654,Alkaloid Natural source: Myrtle (Myrtus communis) Traditional Use: Antimicrobial and digestive Region: Mediterranean
Sage Alkaloid,Cognitive/Circulation,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707655,Alkaloid Natural source: Sage (Salvia officinalis) Traditional Use: Memory and blood flow Region: Mediterranean
Thujone,Antispasmodic/Stimulant,CC1=CCC2CC1C2(C)C,CHEMBL3707656,Monoterpene ketone Natural source: Sage/Thyme Traditional Use: Circulation and alertness Region: Mediterranean
Salvianolic Acid A,Cardioprotective,O=C(O)c1cc(O)c(O[C@@H]2Cc3c(O)cc(O)cc3[C@H]2c2ccc(O)c(O)c2)cc1,CHEMBL3707657,Polyphenol Natural source: Sage species Traditional Use: Cardiac protection Region: Mediterranean
Glycyrrhizin,Anti-inflammatory,CC(C)[C@@H]1[C@H]2C[C@H]([C@@]3(C2)CC[C@]4([C@@]3(C(=O)OC)CC[C@@]5([C@H]4CC[C@@H]6[C@@]5(C[C@@H]([C@H]6O)O[C@@H]7O[C@H](C[C@H](OC(=O)c8cc(O)cc(O)c8)[C@H](O)C(O)=O)C(O)=O)C)C)C)OC1=O,CHEMBL3707658,Triterpenoid glycoside Natural source: Licorice (Glycyrrhiza glabra) Traditional Use: Anti-inflammatory Region: Mediterranean
Glycyrrhetinic Acid,Anti-inflammatory,CC(C)[C@@H]1[C@H]2C[C@H]([C@@]3(C2)CC[C@]4([C@@]3(C(=O)OC)CC[C@@]5([C@H]4CC[C@@H]6[C@@]5(C[C@@H]([C@H]6O)O)C)C)C)OC1=O,CHEMBL3707659,Triterpenoid Natural source: Licorice Traditional Use: Ulcer healing Region: Mediterranean
Glabridin,Antimicrobial/Skin,O=C(O)c1cc(OC)c(O)cc1,CHEMBL3707660,Chalcone Natural source: Licorice Traditional Use: Skin antimicrobial Region: Mediterranean
Liquiritigenin,Antioxidant,O=C1c2c(O)cc(O)cc2OC[C@H]1c1ccc(O)c(O)c1,CHEMBL3707661,Flavone Natural source: Licorice Traditional Use: Antioxidant Region: Mediterranean
Chamazulene,Anti-inflammatory,CC1=CC(=C(C(=O)C1)C)c1ccc(cc1)C,CHEMBL3707662,Azulene sesquiterpene Natural source: Chamomile (Matricaria chamomilla) Traditional Use: Blue healing oil Region: Mediterranean/Celtic
Alpha-Bisabolol,Anti-inflammatory,CC1=CCC(O)(C(C)(C)C)CC1,CHEMBL3707663,Sesquiterpene alcohol Natural source: Chamomile Traditional Use: Gentle anti-inflammatory Region: Mediterranean
Matricine,Antioxidant Precursor,CC(C)c1cc(O)c(C(=O)c2ccc(cc2)C(C)C)cc1,CHEMBL3707664,Flavonoid Natural source: Chamomile Traditional Use: Converts to chamazulene Region: Celtic
Umbelliferone,Antispasmodic,O=c1ccc2cc(O)ccc2o1,CHEMBL3707665,Coumarin Natural source: Chamomile Traditional Use: Digestive comfort Region: Mediterranean
Herniarin,Anti-inflammatory,O=c1ccc2cc(OC)ccc2o1,CHEMBL3707666,Coumarin Natural source: Chamomile Traditional Use: Anti-inflammatory Region: Mediterranean
Scopoletin,Anti-inflammatory,MOc1cc2oc(cc2cc1O)C,CHEMBL3707667,Coumarin Natural source: Various herbs Traditional Use: Inflammation reduction Region: Mediterranean
Coumarin,Anticoagulant,O=c1ccc2ccccc2o1,CHEMBL3707668,Coumarin class Natural source: Multiple herbs Traditional Use: Natural anticoagulant Region: Mediterranean
Plantain Alkaloid,Drawing Herb/Antiseptic,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3707669,Alkaloid Natural source: Plantain (Plantago major) Traditional Use: Anti-inflammatory drawing Region: Celtic
Aucubin,Anti-inflammatory/Hepatoprotective,O[C@H]1[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1OC1=Cc2cc(O)c(c1)C(=O)C=C2,CHEMBL3707670,Iridoid glycoside Natural source: Plantain Traditional Use: Liver and wound support Region: Celtic
Catalpol,Antioxidant/Anti-inflammatory,O[C@H]1[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1OC1=Cc2cc(O)c(c1)CC2,CHEMBL3707671,Iridoid glycoside Natural source: Traditional herbs Traditional Use: Anti-inflammatory Region: Mediterranean
Agrimony Flavonoid,Astringent/Anti-inflammatory,O=c1c(O)c(-c2ccccc2)oc3cc(O)cc(O)c13,CHEMBL3707672,Flavonoid Natural source: Agrimony (Agrimonia eupatoria) Traditional Use: Astringent wound Region: Celtic
Hawthorn Flavonoid,Cardioprotective,BIOLOGIC - FLAVONOID MIXTURE,CHEMBL3707673,Flavonoid class Natural source: Hawthorn (Crataegus spp.) Traditional Use: Heart support Region: Celtic
